sampling freq		samples		Nb Acquisition		Time
50 000			4096		1			493 ms
50 000			8192		1			1033 ms
50 000			4096		10			4750 ms
50 000			8192		10			10013 ms
50 000			8192		100			99754 ms
50 000			4096		100			47320 ms

100 000			4096		1			458 ms
100 000			8192		1			962 ms
100 000			4096		10			4396 ms
100 000			4096		100			43767 ms
100 000			8192		10			9292 ms
100 000			8192		100			92537 ms
