90,0,61.65
90,12,54.24
90,24,-18.30
90,37,-20.36
90,49,-20.65
90,61,-22.87
90,73,-23.78
90,85,-22.00
90,98,-20.38
90,110,-21.98
90,122,-25.47
90,134,-25.79
90,146,-24.67
90,159,-21.65
90,171,-24.41
90,183,-22.42
90,195,-22.41
90,208,-23.86
90,220,-23.48
90,232,-21.59
90,244,-24.29
90,256,-23.84
90,269,-21.85
90,281,-26.41
90,293,-23.26
90,305,-23.69
90,317,-20.98
90,330,-21.65
90,342,-21.40
90,354,-21.38
90,366,-22.11
90,378,-24.38
90,391,-23.01
90,403,-25.72
90,415,-23.57
90,427,-24.33
90,439,-22.59
90,452,-23.85
90,464,-24.74
90,476,-23.65
90,488,-24.01
90,500,-22.96
90,513,-23.40
90,525,-22.53
90,537,-23.43
90,549,-22.32
90,562,-22.40
90,574,-24.41
90,586,-23.04
90,598,-23.44
90,610,-23.05
90,623,-22.33
90,635,-21.03
90,647,-23.35
90,659,-23.39
90,671,-24.67
90,684,-25.10
90,696,-23.10
90,708,-23.57
90,720,-23.60
90,732,-22.32
90,745,-22.85
90,757,-23.40
90,769,-24.76
90,781,-23.90
90,793,-27.48
90,806,-25.25
90,818,-23.09
90,830,-21.62
90,842,-24.26
90,854,-22.21
90,867,-24.88
90,879,-22.39
90,891,-22.30
90,903,-23.97
90,916,-23.19
90,928,-22.76
90,940,-22.46
90,952,-25.46
90,964,-23.99
90,977,-23.22
90,989,-24.30
90,1001,-22.46
90,1013,-22.60
90,1025,-22.98
90,1038,-22.37
90,1050,-24.15
90,1062,-22.88
90,1074,-24.19
90,1086,-22.11
90,1099,-22.82
90,1111,-23.30
90,1123,-21.80
90,1135,-24.16
90,1147,-21.64
90,1160,-23.38
90,1172,-24.57
90,1184,-25.76
90,1196,-23.81
90,1208,-21.20
90,1221,-21.05
90,1233,-24.11
90,1245,-21.18
90,1257,-23.59
90,1270,-22.72
90,1282,-23.71
90,1294,-26.38
90,1306,-22.98
90,1318,-22.55
90,1331,-24.37
90,1343,-22.84
90,1355,-20.26
90,1367,-21.83
90,1379,-23.71
90,1392,-22.26
90,1404,-21.88
90,1416,-23.82
90,1428,-22.78
90,1440,-22.60
90,1453,-23.02
90,1465,-23.21
90,1477,-21.24
90,1489,-20.89
90,1501,-22.61
90,1514,-21.01
90,1526,-23.23
90,1538,-24.27
90,1550,-24.48
90,1562,-22.30
90,1575,-23.76
90,1587,-21.94
90,1599,-21.54
90,1611,-22.82
90,1624,-21.61
90,1636,-23.30
90,1648,-24.05
90,1660,-22.47
90,1672,-23.71
90,1685,-23.25
90,1697,-22.76
90,1709,-19.92
90,1721,-20.86
90,1733,-25.28
90,1746,-23.21
90,1758,-24.15
90,1770,-24.00
90,1782,-23.45
90,1794,-24.33
90,1807,-26.47
90,1819,-25.20
90,1831,-22.74
90,1843,-21.13
90,1855,-22.45
90,1868,-22.76
90,1880,-22.52
90,1892,-20.90
90,1904,-23.90
90,1917,-22.96
90,1929,-23.93
90,1941,-22.67
90,1953,-22.07
90,1965,-22.42
90,1978,-22.62
90,1990,-21.25
90,2002,-24.09
90,2014,-25.85
90,2026,-24.21
90,2039,-20.76
90,2051,-21.22
90,2063,-22.03
90,2075,-23.97
90,2087,-23.59
90,2100,-18.08
90,2112,-18.91
90,2124,-25.33
90,2136,-25.76
90,2148,-22.69
90,2161,-22.70
90,2173,-24.33
90,2185,-22.42
90,2197,-25.92
90,2209,-23.02
90,2222,-20.93
90,2234,-22.22
90,2246,-23.34
90,2258,-22.31
90,2271,-21.68
90,2283,-22.13
90,2295,-27.42
90,2307,-25.37
90,2319,-25.16
90,2332,-23.96
90,2344,-25.33
90,2356,-22.54
90,2368,-22.45
90,2380,-21.01
90,2393,-23.37
90,2405,-22.29
90,2417,-22.83
90,2429,-21.51
90,2441,-23.83
90,2454,-21.12
90,2466,-19.86
90,2478,-20.00
90,2490,7.81
90,2502,12.02
90,2515,1.52
90,2527,-18.79
90,2539,-23.67
90,2551,-21.80
90,2563,-21.86
90,2576,-22.29
90,2588,-23.15
90,2600,-21.83
90,2612,-22.91
90,2625,-22.84
90,2637,-23.85
90,2649,-19.17
90,2661,-24.28
90,2673,-22.51
90,2686,-20.71
90,2698,-21.53
90,2710,-23.29
90,2722,-23.84
90,2734,-23.09
90,2747,-24.15
90,2759,-23.81
90,2771,-22.86
90,2783,-25.48
90,2795,-24.02
90,2808,-23.51
90,2820,-25.39
90,2832,-25.52
90,2844,-26.09
90,2856,-23.60
90,2869,-24.60
90,2881,-24.83
90,2893,-23.37
90,2905,-22.95
90,2917,-22.76
90,2930,-22.93
90,2942,-21.09
90,2954,-24.51
90,2966,-23.87
90,2979,-25.23
90,2991,-23.44
90,3003,-25.33
90,3015,-23.43
90,3027,-21.84
90,3040,-21.43
90,3052,-22.00
90,3064,-24.94
90,3076,-24.36
90,3088,-24.71
90,3101,-24.05
90,3113,-24.54
90,3125,-23.54
90,3137,-23.62
90,3149,-25.50
90,3162,-23.44
90,3174,-22.71
90,3186,-24.64
90,3198,-23.99
90,3210,-21.08
90,3223,-21.53
90,3235,-26.50
90,3247,-24.44
90,3259,-22.36
90,3271,-23.64
90,3284,-21.98
90,3296,-25.52
90,3308,-22.22
90,3320,-24.69
90,3333,-23.73
90,3345,-23.98
90,3357,-22.51
90,3369,-22.11
90,3381,-24.10
90,3394,-22.94
90,3406,-23.98
90,3418,-22.80
90,3430,-24.97
90,3442,-26.11
90,3455,-23.10
90,3467,-23.17
90,3479,-21.16
90,3491,-24.66
90,3503,-21.76
90,3516,-21.88
90,3528,-22.71
90,3540,-25.28
90,3552,-23.67
90,3564,-23.87
90,3577,-23.67
90,3589,-21.54
90,3601,-22.83
90,3613,-21.08
90,3625,-22.47
90,3638,-23.57
90,3650,-22.75
90,3662,-23.53
90,3674,-24.23
90,3687,-25.79
90,3699,-26.15
90,3711,-25.99
90,3723,-24.08
90,3735,-24.46
90,3748,-21.49
90,3760,-22.16
90,3772,-21.41
90,3784,-24.19
90,3796,-22.75
90,3809,-22.28
90,3821,-23.03
90,3833,-20.71
90,3845,-18.63
90,3857,-19.81
90,3870,-17.93
90,3882,-19.40
90,3894,-18.87
90,3906,-18.11
90,3918,-16.45
90,3931,-15.35
90,3943,-12.62
90,3955,-14.87
90,3967,-7.80
90,3979,-1.22
90,3992,15.09
90,4004,17.63
90,4016,9.18
90,4028,6.22
90,4041,2.43
90,4053,-4.29
90,4065,-14.30
90,4077,-9.61
90,4089,-9.34
90,4102,-13.24
90,4114,-18.02
90,4126,-16.14
90,4138,-18.54
90,4150,-20.47
90,4163,-21.67
90,4175,-19.01
90,4187,-21.69
90,4199,-19.84
90,4211,-21.28
90,4224,-24.77
90,4236,-20.43
90,4248,-19.49
90,4260,-23.58
90,4272,-20.83
90,4285,-22.82
90,4297,-21.70
90,4309,-23.66
90,4321,-24.15
90,4333,-22.78
90,4346,-23.05
90,4358,-22.24
90,4370,-25.12
90,4382,-27.59
90,4395,-24.02
90,4407,-22.24
90,4419,-23.42
90,4431,-24.38
90,4443,-24.56
90,4456,-23.26
90,4468,-24.09
90,4480,-24.51
90,4492,-22.59
90,4504,-21.36
90,4517,-22.38
90,4529,-23.09
90,4541,-24.31
90,4553,-23.48
90,4565,-22.45
90,4578,-23.35
90,4590,-21.68
90,4602,-23.09
90,4614,-22.78
90,4626,-22.91
90,4639,-23.14
90,4651,-21.96
90,4663,-19.89
90,4675,-13.39
90,4688,-14.32
90,4700,-21.50
90,4712,-23.65
90,4724,-23.69
90,4736,-22.55
90,4749,-23.02
90,4761,-23.86
90,4773,-24.62
90,4785,-22.87
90,4797,-24.49
90,4810,-24.27
90,4822,-23.47
90,4834,-24.26
90,4846,-20.30
90,4858,-22.23
90,4871,-22.57
90,4883,-22.21
90,4895,-23.27
90,4907,-27.11
90,4919,-26.50
90,4932,-23.12
90,4944,-22.81
90,4956,-21.60
90,4968,-22.32
90,4980,-22.80
90,4993,-22.74
90,5005,-23.07
90,5017,-23.02
90,5029,-22.67
90,5042,-22.93
90,5054,-19.64
90,5066,-20.91
90,5078,-21.99
90,5090,-21.08
90,5103,-20.36
90,5115,-22.52
90,5127,-21.20
90,5139,-22.78
90,5151,-22.20
90,5164,-22.35
90,5176,-21.67
90,5188,-23.15
90,5200,-22.47
90,5212,-21.89
90,5225,-24.43
90,5237,-22.44
90,5249,-22.33
90,5261,-23.26
90,5273,-22.00
90,5286,-23.29
90,5298,-24.19
90,5310,-23.56
90,5322,-22.36
90,5334,-20.94
90,5347,-21.33
90,5359,-19.85
90,5371,-19.90
90,5383,-18.87
90,5396,-17.29
90,5408,-19.08
90,5420,-16.90
90,5432,-15.10
90,5444,-16.07
90,5457,-12.35
90,5469,-11.17
90,5481,-9.94
90,5493,5.60
90,5505,17.09
90,5518,15.35
90,5530,3.94
90,5542,5.51
90,5554,4.46
90,5566,0.33
90,5579,-7.82
90,5591,-10.87
90,5603,-7.60
90,5615,-8.69
90,5627,-12.64
90,5640,-14.35
90,5652,-16.47
90,5664,-18.14
90,5676,-19.86
90,5688,-18.24
90,5701,-20.22
90,5713,-21.52
90,5725,-19.83
90,5737,-20.81
90,5750,-22.98
90,5762,-20.91
90,5774,-24.69
90,5786,-20.88
90,5798,-21.13
90,5811,-23.46
90,5823,-22.50
90,5835,-23.16
90,5847,-19.63
90,5859,-23.38
90,5872,-19.88
90,5884,-19.09
90,5896,-20.34
90,5908,-25.02
90,5920,-23.06
90,5933,-23.82
90,5945,-21.98
90,5957,-22.63
90,5969,-20.74
90,5981,-20.97
90,5994,4.71
90,6006,12.05
90,6018,5.16
90,6030,-20.39
90,6042,-19.84
90,6055,-21.76
90,6067,-23.62
90,6079,-24.88
90,6091,-22.98
90,6104,-23.66
90,6116,-24.42
90,6128,-22.74
90,6140,-20.90
90,6152,-20.25
90,6165,-20.24
90,6177,-21.87
90,6189,-21.98
90,6201,-23.24
90,6213,-22.18
90,6226,-22.76
90,6238,-20.19
90,6250,-21.75
90,6262,-22.99
90,6274,-21.22
90,6287,-21.54
90,6299,-23.08
90,6311,-24.42
90,6323,-19.04
90,6335,-10.46
90,6348,-13.76
90,6360,-21.02
90,6372,-21.38
90,6384,-25.11
90,6396,-22.84
90,6409,-22.50
90,6421,-22.79
90,6433,-24.12
90,6445,-24.64
90,6458,-23.26
90,6470,-22.16
90,6482,-22.81
90,6494,-24.16
90,6506,-24.03
90,6519,-22.48
90,6531,-22.96
90,6543,-23.13
90,6555,-22.86
90,6567,-24.33
90,6580,-25.44
90,6592,-21.78
90,6604,-20.82
90,6616,-21.57
90,6628,-23.21
90,6641,-23.11
90,6653,-23.15
90,6665,-25.48
90,6677,-23.28
90,6689,-21.75
90,6702,-22.37
90,6714,-24.03
90,6726,-23.32
90,6738,-24.80
90,6750,-22.41
90,6763,-21.74
90,6775,-24.29
90,6787,-25.13
90,6799,-24.37
90,6812,-22.80
90,6824,-23.52
90,6836,-24.72
90,6848,-25.09
90,6860,-24.00
90,6873,-21.12
90,6885,-23.06
90,6897,-22.81
90,6909,-23.11
90,6921,-24.35
90,6934,-21.88
90,6946,-26.25
90,6958,-24.81
90,6970,-23.36
90,6982,-23.08
90,6995,-24.01
90,7007,-22.77
90,7019,-24.06
90,7031,-20.50
90,7043,-20.39
90,7056,-24.04
90,7068,-25.56
90,7080,-25.52
90,7092,-22.46
90,7104,-21.26
90,7117,-22.56
90,7129,-24.19
90,7141,-22.12
90,7153,-24.72
90,7166,-23.94
90,7178,-23.33
90,7190,-24.46
